cell,leiden_final
4652,Enterocyte (Mid Villus)
4653,Enterocyte (Mid Villus)
4654,Stem + TA
4655,Stem + TA
4656,Enterocyte (Mid Villus)
4657,Smooth Muscle
4658,B (Plasma)
4659,Enterocyte (Mid Villus)
4660,Enterocyte (Bottom Villus)
4661,Enterocyte (Mid Villus)
4662,Enterocyte (Top Villus)
4663,B (Plasma)
4664,Goblet
4665,Stem + TA
4666,Enterocyte (Bottom Villus)
4667,Enterocyte (Mid Villus)
4668,Enterocyte (Mid Villus)
4669,Paneth
4670,Enterocyte (Mid Villus)
4671,Enterocyte (Mid Villus)
4672,Stem + TA
4673,Enterocyte (Mid Villus)
4674,Enterocyte (Bottom Villus)
4675,Macrophage + DC
4676,Stem + TA
4677,Stem + TA
4678,T (CD8+)
4679,Enterocyte (Mid Villus)
4680,Stem + TA
4681,Enterocyte (Top Villus)
4682,Enterocyte (Mid Villus)
4683,Stromal
4684,Endothelial
4685,Goblet
4686,Stromal
4687,Stem + TA
4688,Stem + TA
4689,Enterocyte (Mid Villus)
4690,Enterocyte (Mid Villus)
4691,Stem + TA
4692,Enterocyte (Mid Villus)
4693,Enterocyte (Mid Villus)
4694,Endothelial
4695,T (CD8+)
4696,Stem + TA
4697,Enterocyte (Bottom Villus)
4698,Enterocyte (Mid Villus)
4699,T (CD8+)
4700,Macrophage + DC
4701,T (CD4+)
4702,Enterocyte (Mid Villus)
4703,Enterocyte (Mid Villus)
4704,Stem + TA
4705,Enterocyte (Mid Villus)
4706,Tuft
4707,Enterocyte (Top Villus)
4708,Enterocyte (Bottom Villus)
4709,Enterocyte (Mid Villus)
4710,Enterocyte (Mid Villus)
4711,Enterocyte (Mid Villus)
4712,T (CD8+)
4713,Stem + TA
4714,Enterocyte (Mid Villus)
4715,Stem + TA
4716,Enterocyte (Bottom Villus)
4717,Stem + TA
4718,Enterocyte (Mid Villus)
4719,Stem + TA
4720,Enterocyte (Mid Villus)
4721,Stem + TA
4722,Enterocyte (Bottom Villus)
4723,Macrophage + DC
4724,Enterocyte (Mid Villus)
4725,Enterocyte (Mid Villus)
4726,Stem + TA
4727,Enterocyte (Bottom Villus)
4728,Removed
4729,Stem + TA
4730,Enterocyte (Mid Villus)
4731,T (CD8+)
4732,Stem + TA
4733,Pericyte
4734,Enterocyte (Bottom Villus)
4735,T (CD8+)
4736,Enterocyte (Mid Villus)
4737,Enterocyte (Mid Villus)
4738,B (Plasma)
4739,B (Plasma)
4740,T (CD8+)
4741,T (CD4+)
4742,T (CD4+)
4743,T (CD8+)
4744,Pericyte
4745,B (Plasma)
4746,Enterocyte (Mid Villus)
4747,Enterocyte (Mid Villus)
4748,Enterocyte (Mid Villus)
4749,Enterocyte (Mid Villus)
4750,Pericyte
4751,Smooth Muscle
4752,Enterocyte (Bottom Villus)
4753,Stem + TA
4754,Enterocyte (Mid Villus)
4755,Stromal
4756,Enterocyte (Bottom Villus)
4757,Enterocyte (Bottom Villus)
4758,Removed
4759,Enterocyte (Mid Villus)
4760,Stromal
4761,Endothelial
4762,Endothelial
4763,Stem + TA
4764,Enterocyte (Mid Villus)
4765,Enterocyte (Bottom Villus)
4766,Stem + TA
4767,B (Plasma)
4768,Enterocyte (Mid Villus)
4769,Stem + TA
4770,Macrophage + DC
4771,Enterocyte (Bottom Villus)
4772,Enterocyte (Bottom Villus)
4773,Goblet
4774,Enterocyte (Mid Villus)
4775,T (CD8+)
4776,Goblet
4777,Paneth
4778,B (Plasma)
4779,Enterocyte (Mid Villus)
4780,Stromal
4781,Stem + TA
4782,B (Plasma)
4783,Enterocyte (Mid Villus)
4784,Smooth Muscle
4785,Stem + TA
4786,Stem + TA
4787,Macrophage + DC
4788,Enterocyte (Mid Villus)
4789,Enterocyte (Mid Villus)
4790,Enterocyte (Mid Villus)
4791,Enterocyte (Mid Villus)
4792,Macrophage + DC
4793,Enterocyte (Bottom Villus)
4794,Enterocyte (Mid Villus)
4795,B (Plasma)
4796,T (CD4+)
4797,Stem + TA
4798,Paneth
4799,Stem + TA
4800,Stem + TA
4801,Stromal
4802,Stromal
4803,Macrophage + DC
4804,Removed
4805,Enterocyte (Mid Villus)
4806,T (CD4+)
4807,Stem + TA
4808,Enterocyte (Mid Villus)
4809,Enterocyte (Mid Villus)
4810,Pericyte
4811,Enterocyte (Mid Villus)
4812,Enterocyte (Mid Villus)
4813,Stem + TA
4814,Stem + TA
4815,Enterocyte (Bottom Villus)
4816,Enterocyte (Mid Villus)
4817,Paneth
4818,Enterocyte (Bottom Villus)
4819,T (CD4+)
4820,Macrophage + DC
4821,Enterocyte (Mid Villus)
4822,Stem + TA
4823,Macrophage + DC
4824,Paneth
4825,Enterocyte (Bottom Villus)
4826,Enterocyte (Mid Villus)
4827,Stromal
4828,Stem + TA
4829,T (CD8+)
4830,Enterocyte (Mid Villus)
4831,Enterocyte (Mid Villus)
4832,Stem + TA
4833,T (CD8+)
4834,Goblet
4835,Stem + TA
4836,Enterocyte (Mid Villus)
4837,Goblet
4838,Macrophage + DC
4839,Stem + TA
4840,Enterocyte (Bottom Villus)
4841,Enterocyte (Mid Villus)
4842,Removed
4843,Stem + TA
4844,Enterocyte (Top Villus)
4845,Enterocyte (Mid Villus)
4846,Enterocyte (Bottom Villus)
4847,Enterocyte (Bottom Villus)
4848,Enterocyte (Mid Villus)
4849,Enterocyte (Mid Villus)
4850,Enterocyte (Mid Villus)
4851,Enterocyte (Mid Villus)
4852,Removed
4853,Enterocyte (Mid Villus)
4854,Enterocyte (Bottom Villus)
4855,T (CD8+)
4856,Stem + TA
4857,Goblet
4858,Enterocyte (Mid Villus)
4859,Stem + TA
4860,Stem + TA
4861,Enterocyte (Mid Villus)
4862,Stem + TA
4863,Enterocyte (Mid Villus)
4864,Stem + TA
4865,Enterocyte (Bottom Villus)
4866,T (CD4+)
4867,T (CD8+)
4868,T (CD8+)
4869,Stem + TA
4870,Removed
4871,Removed
4872,Enterocyte (Mid Villus)
4873,Removed
4874,Enterocyte (Mid Villus)
4875,Stromal
4876,Stem + TA
4877,Endothelial
4878,Stem + TA
4879,Enterocyte (Mid Villus)
4880,Enterocyte (Mid Villus)
4881,Stem + TA
4882,Goblet
4883,Enterocyte (Mid Villus)
4884,T (CD8+)
4885,Enterocyte (Mid Villus)
4886,Enterocyte (Mid Villus)
4887,Removed
4888,T (CD8+)
4889,Stem + TA
4890,Enterocyte (Mid Villus)
4891,Stromal
4892,Enterocyte (Mid Villus)
4893,Goblet
4894,Enterocyte (Mid Villus)
4895,Enterocyte (Mid Villus)
4896,Enterocyte (Mid Villus)
4897,Enterocyte (Bottom Villus)
4898,Stem + TA
4899,Stem + TA
4900,Enterocyte (Mid Villus)
4901,Enterocyte (Mid Villus)
4902,Enterocyte (Mid Villus)
4903,Stem + TA
4904,Goblet
4905,Enterocyte (Mid Villus)
4906,Goblet
4907,Removed
4908,Macrophage + DC
4909,T (CD8+)
4910,Enterocyte (Mid Villus)
4911,T (CD8+)
4912,Enterocyte (Mid Villus)
4913,Stromal
4914,B (Plasma)
4915,Stem + TA
4916,Stem + TA
4917,Stem + TA
4918,Enterocyte (Mid Villus)
4919,Enterocyte (Mid Villus)
4920,Removed
4921,B (Plasma)
4922,Stromal
4923,Enterocyte (Top Villus)
4924,Enterocyte (Mid Villus)
4925,Enterocyte (Mid Villus)
4926,Stem + TA
4927,Stem + TA
4928,Enterocyte (Mid Villus)
4929,Enterocyte (Mid Villus)
4930,Goblet
4931,Stem + TA
4932,Goblet
4933,B (Plasma)
4934,Enterocyte (Bottom Villus)
4935,Macrophage + DC
4936,Endothelial
4937,Enterocyte (Mid Villus)
4938,Stem + TA
4939,Enterocyte (Bottom Villus)
4940,Enterocyte (Mid Villus)
4941,Enterocyte (Mid Villus)
4942,Stem + TA
4943,T (CD4+)
4944,Stem + TA
4945,Stem + TA
4946,Macrophage + DC
4947,Stem + TA
4948,Enterocyte (Mid Villus)
4949,Enterocyte (Mid Villus)
4950,Enterocyte (Mid Villus)
4951,Stem + TA
4952,Enterocyte (Mid Villus)
4953,B (Plasma)
4954,Enterocyte (Bottom Villus)
4955,Stem + TA
4956,Enterocyte (Top Villus)
4957,Macrophage + DC
4958,Stromal
4959,Macrophage + DC
4960,Enterocyte (Mid Villus)
4961,Stem + TA
4962,Stem + TA
4963,Enterocyte (Top Villus)
4964,Stem + TA
4965,Enterocyte (Bottom Villus)
4966,Enterocyte (Bottom Villus)
4967,Enterocyte (Mid Villus)
4968,Pericyte
4969,Macrophage + DC
4970,Pericyte
4971,Enterocyte (Bottom Villus)
4972,Stem + TA
4973,Stem + TA
4974,Stem + TA
4975,Telocyte
4976,Enterocyte (Mid Villus)
4977,Enterocyte (Mid Villus)
4978,Enterocyte (Mid Villus)
4979,Enterocyte (Mid Villus)
4980,Goblet
4981,B (Plasma)
4982,Pericyte
4983,Enterocyte (Bottom Villus)
4984,Enterocyte (Mid Villus)
4985,Enterocyte (Mid Villus)
4986,Goblet
4987,Enterocyte (Mid Villus)
4988,Enterocyte (Mid Villus)
4989,Enterocyte (Mid Villus)
4990,Telocyte
4991,Enterocyte (Bottom Villus)
4992,Enterocyte (Top Villus)
4993,Removed
4994,Enterocyte (Mid Villus)
4995,Enterocyte (Mid Villus)
4996,Enterocyte (Top Villus)
4997,Stem + TA
4998,Enterocyte (Bottom Villus)
4999,Endothelial
5000,B (Plasma)
5001,Stem + TA
5002,Enterocyte (Mid Villus)
5003,Enterocyte (Bottom Villus)
5004,Enterocyte (Mid Villus)
5005,Endothelial
5006,Enterocyte (Mid Villus)
5007,Enterocyte (Mid Villus)
5008,Enterocyte (Top Villus)
5009,T (CD8+)
5010,Enterocyte (Mid Villus)
5011,Enterocyte (Mid Villus)
5012,Enterocyte (Bottom Villus)
5013,Macrophage + DC
5014,Enterocyte (Bottom Villus)
5015,Stem + TA
5016,Enterocyte (Bottom Villus)
5017,Pericyte
5018,Enterocyte (Mid Villus)
5019,Enterocyte (Mid Villus)
5020,Goblet
5021,Endothelial
5022,Enterocyte (Bottom Villus)
5023,Enterocyte (Mid Villus)
5024,Removed
5025,Goblet
5026,Goblet
5027,Enterocyte (Mid Villus)
5028,Endothelial
5029,Endothelial
5030,Enterocyte (Mid Villus)
5031,Enterocyte (Bottom Villus)
5032,Removed
5033,Enterocyte (Mid Villus)
5034,Enterocyte (Bottom Villus)
5035,Goblet
5036,Goblet
5037,Enterocyte (Mid Villus)
5038,B (Plasma)
5039,Stromal
5040,Stem + TA
5041,Enterocyte (Bottom Villus)
5042,Goblet
5043,Enterocyte (Mid Villus)
5044,Removed
5045,Enterocyte (Mid Villus)
5046,Macrophage + DC
5047,Enterocyte (Top Villus)
5048,Enterocyte (Mid Villus)
5049,Enterocyte (Bottom Villus)
5050,Goblet
5051,B (Plasma)
5052,Enterocyte (Mid Villus)
5053,Macrophage + DC
5054,T (CD4+)
5055,B (Plasma)
5056,Goblet
5057,Stromal
5058,Enterocyte (Mid Villus)
5059,Stromal
5060,Stem + TA
5061,T (CD8+)
5062,Enterocyte (Top Villus)
5063,Stem + TA
5064,Enterocyte (Mid Villus)
5065,Stromal
5066,T (CD4+)
5067,Stromal
5068,Enterocyte (Mid Villus)
5069,Stem + TA
5070,Macrophage + DC
5071,Removed
5072,Enterocyte (Mid Villus)
5073,Endothelial
5074,Enterocyte (Bottom Villus)
5075,Stem + TA
5076,B (Plasma)
5077,Enterocyte (Top Villus)
5078,Enterocyte (Mid Villus)
5079,T (CD4+)
5080,Enterocyte (Top Villus)
5081,Enterocyte (Mid Villus)
5082,Goblet
5083,Endothelial
5084,Goblet
5085,Macrophage + DC
5086,Enterocyte (Bottom Villus)
5087,Stem + TA
5088,Pericyte
5089,Enterocyte (Bottom Villus)
5090,Enterocyte (Mid Villus)
5091,Enterocyte (Mid Villus)
5092,Enterocyte (Mid Villus)
5093,T (CD4+)
5094,Enterocyte (Top Villus)
5095,Enterocyte (Mid Villus)
5096,Enterocyte (Bottom Villus)
5097,Enterocyte (Mid Villus)
5098,Stem + TA
5099,Enterocyte (Mid Villus)
5100,Enterocyte (Top Villus)
5101,Enterocyte (Top Villus)
5102,Enterocyte (Mid Villus)
5103,Goblet
5104,Goblet
5105,T (CD8+)
5106,Stromal
5107,Macrophage + DC
5108,Enterocyte (Mid Villus)
5109,Enterocyte (Mid Villus)
5110,T (CD4+)
5111,T (CD8+)
5112,Telocyte
5113,Stem + TA
5114,Enterocyte (Top Villus)
5115,Stem + TA
5116,Enterocyte (Mid Villus)
5117,Stromal
5118,B (Plasma)
5119,Enterocyte (Bottom Villus)
5120,Enterocyte (Mid Villus)
5121,Goblet
5122,Enterocyte (Top Villus)
5123,T (CD4+)
5124,T (CD4+)
5125,Enterocyte (Mid Villus)
5126,Enterocyte (Mid Villus)
5127,Enterocyte (Mid Villus)
5128,Enterocyte (Bottom Villus)
5129,Enterocyte (Mid Villus)
5130,Endothelial
5131,Enterocyte (Mid Villus)
5132,Enterocyte (Bottom Villus)
5133,Paneth
5134,Enterocyte (Mid Villus)
5135,Stem + TA
5136,Stem + TA
5137,Stem + TA
5138,Stem + TA
5139,Enterocyte (Mid Villus)
5140,Stem + TA
5141,Enterocyte (Top Villus)
5142,T (CD8+)
5143,Enterocyte (Mid Villus)
5144,Stromal
5145,Enterocyte (Mid Villus)
5146,Enterocyte (Mid Villus)
5147,Telocyte
5148,Enterocyte (Mid Villus)
5149,B (Plasma)
5150,Goblet
5151,T (CD8+)
5152,Removed
5153,Stromal
5154,B (Plasma)
5155,Stem + TA
5156,Goblet
5157,Stromal
5158,Enterocyte (Mid Villus)
5159,Enterocyte (Mid Villus)
5160,B (Plasma)
5161,Stem + TA
5162,Enterocyte (Mid Villus)
5163,B (Plasma)
5164,Enterocyte (Mid Villus)
5165,Goblet
5166,Enterocyte (Mid Villus)
5167,B (Plasma)
5168,B (Plasma)
5169,Enterocyte (Mid Villus)
5170,Macrophage + DC
5171,Stem + TA
5172,Enterocyte (Mid Villus)
5173,Macrophage + DC
5174,T (CD4+)
5175,Enterocyte (Mid Villus)
5176,B (Plasma)
5177,Enterocyte (Mid Villus)
5178,T (CD4+)
5179,Enterocyte (Mid Villus)
5180,Stem + TA
5181,Enterocyte (Mid Villus)
5182,Enterocyte (Bottom Villus)
5183,B (Plasma)
5184,Enterocyte (Mid Villus)
5185,Enterocyte (Bottom Villus)
5186,Enterocyte (Mid Villus)
5187,Enterocyte (Bottom Villus)
5188,Enterocyte (Mid Villus)
5189,Enterocyte (Bottom Villus)
5190,Enterocyte (Bottom Villus)
5191,Stromal
5192,Enterocyte (Mid Villus)
5193,Tuft
5194,Stromal
5195,Enterocyte (Mid Villus)
5196,T (CD8+)
5197,Enterocyte (Mid Villus)
5198,Stem + TA
5199,Enterocyte (Mid Villus)
5200,Removed
5201,Enterocyte (Mid Villus)
5202,Enterocyte (Bottom Villus)
5203,B (Plasma)
5204,Stem + TA
5205,Stem + TA
5206,Goblet
5207,Goblet
5208,Stem + TA
5209,B (Plasma)
5210,B (Plasma)
5211,Enterocyte (Bottom Villus)
5212,Enterocyte (Mid Villus)
5213,Paneth
5214,T (CD8+)
5215,Stem + TA
5216,Enterocyte (Mid Villus)
5217,Goblet
5218,Stem + TA
5219,Enterocyte (Mid Villus)
5220,Enterocyte (Mid Villus)
5221,Enterocyte (Mid Villus)
5222,Enterocyte (Mid Villus)
5223,Stem + TA
5224,Enterocyte (Bottom Villus)
5225,Enterocyte (Mid Villus)
5226,Macrophage + DC
5227,Enterocyte (Mid Villus)
5228,Stem + TA
5229,Goblet
5230,Stem + TA
5231,Enterocyte (Mid Villus)
5232,Goblet
5233,Stromal
5234,Enterocyte (Mid Villus)
5235,Enterocyte (Bottom Villus)
5236,Stem + TA
5237,Enterocyte (Mid Villus)
5238,Tuft
5239,Macrophage + DC
5240,Enterocyte (Bottom Villus)
5241,Stem + TA
5242,T (CD4+)
5243,Enterocyte (Mid Villus)
5244,B (Plasma)
5245,Stem + TA
5246,T (CD4+)
5247,Enterocyte (Mid Villus)
5248,Stem + TA
5249,B (Plasma)
5250,Enterocyte (Mid Villus)
5251,Paneth
5252,Stem + TA
5253,Goblet
5254,Enterocyte (Mid Villus)
5255,Stem + TA
5256,Enterocyte (Mid Villus)
5257,Goblet
5258,Enterocyte (Mid Villus)
5259,Enterocyte (Bottom Villus)
5260,Enterocyte (Mid Villus)
5261,Enterocyte (Mid Villus)
5262,Enterocyte (Mid Villus)
5263,T (CD8+)
5264,Enterocyte (Mid Villus)
5265,Stem + TA
5266,Enterocyte (Bottom Villus)
5267,Enterocyte (Mid Villus)
5268,Enterocyte (Mid Villus)
5269,Macrophage + DC
5270,Goblet
5271,Stromal
5272,Goblet
5273,B (Plasma)
5274,Stem + TA
5275,Stem + TA
5276,Enterocyte (Bottom Villus)
5277,T (CD4+)
5278,Enterocyte (Mid Villus)
5279,Stromal
5280,T (CD4+)
5281,Macrophage + DC
5282,Enterocyte (Bottom Villus)
5283,Enterocyte (Mid Villus)
5284,Stem + TA
5285,Stem + TA
5286,Enterocyte (Mid Villus)
5287,Enterocyte (Mid Villus)
5288,Enterocyte (Mid Villus)
5289,Goblet
5290,Enterocyte (Mid Villus)
5291,Enterocyte (Mid Villus)
5292,T (CD8+)
5293,Enterocyte (Mid Villus)
5294,Goblet
5295,Enterocyte (Mid Villus)
5296,Enterocyte (Mid Villus)
5297,Stem + TA
5298,Stem + TA
5299,Enterocyte (Mid Villus)
5300,Enterocyte (Mid Villus)
5301,Stem + TA
5302,Stem + TA
5303,Enterocyte (Bottom Villus)
5304,Goblet
5305,B (Plasma)
5306,T (CD4+)
5307,Goblet
5308,Goblet
5309,Enterocyte (Bottom Villus)
5310,Enterocyte (Bottom Villus)
5311,Enterocyte (Bottom Villus)
5312,Enterocyte (Mid Villus)
5313,Stem + TA
5314,Enterocyte (Mid Villus)
5315,Enterocyte (Bottom Villus)
5316,Enterocyte (Mid Villus)
5317,T (CD4+)
5318,Enterocyte (Mid Villus)
5319,Enterocyte (Mid Villus)
5320,Enterocyte (Mid Villus)
5321,Removed
5322,Stem + TA
5323,Enterocyte (Mid Villus)
5324,T (CD4+)
5325,Enterocyte (Mid Villus)
5326,Removed
5327,Stem + TA
5328,Enterocyte (Mid Villus)
5329,Enterocyte (Mid Villus)
5330,Stem + TA
5331,Goblet
5332,Removed
5333,Enterocyte (Mid Villus)
5334,Stem + TA
5335,Stem + TA
5336,Enterocyte (Mid Villus)
5337,Enterocyte (Mid Villus)
5338,Stromal
5339,Stem + TA
5340,T (CD8+)
5341,Enterocyte (Bottom Villus)
5342,Enterocyte (Mid Villus)
5343,Enterocyte (Mid Villus)
5344,Stem + TA
5345,Enterocyte (Bottom Villus)
5346,Stem + TA
5347,Stem + TA
5348,Stem + TA
5349,Macrophage + DC
5350,Enterocyte (Bottom Villus)
5351,Stem + TA
5352,T (CD8+)
5353,Stem + TA
5354,Enterocyte (Mid Villus)
5355,Enterocyte (Mid Villus)
5356,Enterocyte (Mid Villus)
5357,Paneth
5358,Enterocyte (Mid Villus)
5359,Stromal
5360,Enterocyte (Mid Villus)
5361,Enterocyte (Bottom Villus)
5362,Enterocyte (Mid Villus)
5363,Removed
5364,Enterocyte (Mid Villus)
5365,Stem + TA
5366,Stem + TA
5367,Enterocyte (Mid Villus)
5368,Tuft
5369,Goblet
5370,Enterocyte (Mid Villus)
5371,Enterocyte (Mid Villus)
5372,Enterocyte (Mid Villus)
5373,Tuft
5374,Stem + TA
5375,Stem + TA
5376,B (Plasma)
5377,Enterocyte (Bottom Villus)
5378,Enterocyte (Mid Villus)
5379,Enterocyte (Mid Villus)
5380,Enterocyte (Mid Villus)
5381,Enterocyte (Mid Villus)
5382,Goblet
5383,Stem + TA
5384,Enterocyte (Mid Villus)
5385,Enterocyte (Mid Villus)
5386,Stem + TA
5387,Stem + TA
5388,Pericyte
5389,Enterocyte (Mid Villus)
5390,Enterocyte (Mid Villus)
5391,Enterocyte (Mid Villus)
5392,Stem + TA
5393,B (Plasma)
5394,Enterocyte (Mid Villus)
5395,Enterocyte (Mid Villus)
5396,Enterocyte (Mid Villus)
5397,Enterocyte (Bottom Villus)
5398,B (Plasma)
5399,Enterocyte (Mid Villus)
5400,Macrophage + DC
5401,Stromal
5402,Enterocyte (Bottom Villus)
5403,Enterocyte (Mid Villus)
5404,Endothelial
5405,Enterocyte (Mid Villus)
5406,B (Plasma)
5407,Goblet
5408,Enterocyte (Mid Villus)
5409,Goblet
5410,Macrophage + DC
5411,Enterocyte (Bottom Villus)
5412,Endothelial
5413,Stem + TA
5414,Enterocyte (Bottom Villus)
5415,Enterocyte (Mid Villus)
5416,Macrophage + DC
5417,Enterocyte (Bottom Villus)
5418,Stem + TA
5419,Enterocyte (Mid Villus)
5420,Goblet
5421,Enterocyte (Mid Villus)
5422,Enterocyte (Mid Villus)
5423,Macrophage + DC
5424,Stromal
5425,Stem + TA
5426,T (CD8+)
5427,Stromal
5428,Stem + TA
5429,Stem + TA
5430,Enterocyte (Mid Villus)
5431,Goblet
5432,Enterocyte (Mid Villus)
5433,Enterocyte (Bottom Villus)
5434,Enterocyte (Mid Villus)
5435,Stem + TA
5436,Enterocyte (Mid Villus)
5437,Enterocyte (Mid Villus)
5438,T (CD4+)
5439,Stem + TA
5440,Stromal
5441,Enterocyte (Mid Villus)
5442,Enterocyte (Bottom Villus)
5443,Enterocyte (Bottom Villus)
5444,Enterocyte (Bottom Villus)
5445,Enterocyte (Bottom Villus)
5446,"B (Follicular, Circulating)"
5447,B (Plasma)
5448,Stem + TA
5449,Enterocyte (Mid Villus)
5450,Enterocyte (Bottom Villus)
5451,Enterocyte (Mid Villus)
5452,Stem + TA
5453,Enterocyte (Bottom Villus)
5454,Removed
5455,T (CD4+)
5456,Enterocyte (Bottom Villus)
5457,T (CD4+)
5458,Enterocyte (Mid Villus)
5459,"B (Follicular, Circulating)"
5460,Enterocyte (Mid Villus)
5461,Enterocyte (Bottom Villus)
5462,Enterocyte (Mid Villus)
5463,Enterocyte (Bottom Villus)
5464,Enterocyte (Mid Villus)
5465,Stromal
5466,Enterocyte (Mid Villus)
5467,Enterocyte (Mid Villus)
5468,Macrophage + DC
5469,Enterocyte (Bottom Villus)
5470,Enterocyte (Mid Villus)
5471,Enterocyte (Mid Villus)
5472,Enterocyte (Mid Villus)
5473,T (CD8+)
5474,Enterocyte (Mid Villus)
5475,"B (Follicular, Circulating)"
5476,Enterocyte (Mid Villus)
5477,Enterocyte (Bottom Villus)
5478,Enterocyte (Mid Villus)
5479,Pericyte
5480,Enterocyte (Mid Villus)
5481,Enterocyte (Mid Villus)
5482,Stem + TA
5483,Enterocyte (Mid Villus)
5484,Enterocyte (Bottom Villus)
5485,Enterocyte (Mid Villus)
5486,Enterocyte (Mid Villus)
5487,Enterocyte (Mid Villus)
5488,Enterocyte (Mid Villus)
5489,Enterocyte (Mid Villus)
5490,Enterocyte (Bottom Villus)
5491,Enterocyte (Bottom Villus)
5492,Enterocyte (Bottom Villus)
5493,Pericyte
5494,Enterocyte (Bottom Villus)
5495,Enterocyte (Mid Villus)
5496,Enterocyte (Bottom Villus)
5497,Enterocyte (Mid Villus)
5498,Goblet
5499,Stromal
5500,Enterocyte (Mid Villus)
5501,Macrophage + DC
5502,Enterocyte (Mid Villus)
5503,B (Plasma)
5504,Removed
5505,Macrophage + DC
5506,Removed
5507,Enterocyte (Bottom Villus)
5508,Enterocyte (Mid Villus)
5509,Goblet
5510,Stem + TA
5511,Enterocyte (Mid Villus)
5512,T (CD8+)
5513,"B (Follicular, Circulating)"
5514,Stem + TA
5515,T (CD8+)
5516,Enterocyte (Bottom Villus)
5517,Removed
5518,B (Plasma)
5519,Enterocyte (Mid Villus)
5520,Enterocyte (Mid Villus)
5521,Enterocyte (Mid Villus)
5522,Stem + TA
5523,Enterocyte (Mid Villus)
5524,Enterocyte (Mid Villus)
5525,Enterocyte (Mid Villus)
5526,Enterocyte (Mid Villus)
5527,Enterocyte (Mid Villus)
5528,Stromal
5529,Goblet
5530,Enterocyte (Mid Villus)
5531,Enterocyte (Mid Villus)
5532,Stem + TA
5533,Enterocyte (Bottom Villus)
5534,Enterocyte (Bottom Villus)
5535,Enterocyte (Mid Villus)
5536,B (Plasma)
5537,Stem + TA
5538,Pericyte
5539,Enterocyte (Mid Villus)
5540,Enterocyte (Mid Villus)
5541,Enterocyte (Bottom Villus)
5542,Goblet
5543,Enterocyte (Mid Villus)
5544,Enterocyte (Bottom Villus)
5545,Macrophage + DC
5546,Enterocyte (Bottom Villus)
5547,Enterocyte (Mid Villus)
5548,Stem + TA
5549,Stem + TA
5550,Enterocyte (Mid Villus)
5551,Enterocyte (Mid Villus)
5552,B (Plasma)
5553,Enterocyte (Mid Villus)
5554,Enterocyte (Mid Villus)
5555,Enterocyte (Mid Villus)
5556,Enterocyte (Mid Villus)
5557,Macrophage + DC
5558,Enterocyte (Bottom Villus)
5559,Goblet
5560,Macrophage + DC
5561,Removed
5562,Enterocyte (Mid Villus)
5563,Enterocyte (Mid Villus)
5564,Enterocyte (Mid Villus)
5565,Enterocyte (Mid Villus)
5566,Stem + TA
5567,Enterocyte (Bottom Villus)
5568,Enterocyte (Top Villus)
5569,Enterocyte (Mid Villus)
5570,Removed
5571,T (CD8+)
5572,Goblet
5573,Pericyte
5574,Enterocyte (Mid Villus)
5575,Enterocyte (Bottom Villus)
5576,Enterocyte (Mid Villus)
5577,Stem + TA
5578,Enterocyte (Bottom Villus)
5579,Goblet
5580,Smooth Muscle
5581,Enterocyte (Bottom Villus)
5582,Enterocyte (Mid Villus)
5583,Enterocyte (Mid Villus)
5584,"B (Follicular, Circulating)"
5585,Enterocyte (Bottom Villus)
5586,Enterocyte (Mid Villus)
5587,Stem + TA
5588,Enterocyte (Mid Villus)
5589,T (CD8+)
5590,Enterocyte (Mid Villus)
5591,Enterocyte (Mid Villus)
5592,Enterocyte (Mid Villus)
5593,Stem + TA
5594,Enterocyte (Mid Villus)
5595,Endothelial
5596,Macrophage + DC
5597,Enterocyte (Mid Villus)
5598,Enterocyte (Mid Villus)
5599,Enterocyte (Mid Villus)
5600,Goblet
5601,Enterocyte (Mid Villus)
5602,Enterocyte (Mid Villus)
5603,Enterocyte (Mid Villus)
5604,Enterocyte (Mid Villus)
5605,T (CD4+)
5606,B (Plasma)
5607,Stem + TA
5608,Enterocyte (Bottom Villus)
5609,Enterocyte (Mid Villus)
5610,Enterocyte (Mid Villus)
5611,Pericyte
5612,Enterocyte (Mid Villus)
5613,Enterocyte (Mid Villus)
5614,Enterocyte (Mid Villus)
5615,Enterocyte (Mid Villus)
5616,Enterocyte (Mid Villus)
5617,Enterocyte (Mid Villus)
5618,Enterocyte (Mid Villus)
5619,T (CD8+)
5620,Enterocyte (Bottom Villus)
5621,Stem + TA
5622,Enterocyte (Mid Villus)
5623,Enterocyte (Bottom Villus)
5624,Goblet
5625,Enterocyte (Mid Villus)
5626,Enterocyte (Mid Villus)
5627,T (CD8+)
5628,Enterocyte (Mid Villus)
5629,Enterocyte (Mid Villus)
5630,Enterocyte (Mid Villus)
5631,Goblet
5632,Enterocyte (Mid Villus)
5633,Endothelial
5634,Enterocyte (Mid Villus)
5635,Enterocyte (Mid Villus)
5636,Enterocyte (Bottom Villus)
5637,Enterocyte (Mid Villus)
5638,Enterocyte (Mid Villus)
5639,B (Plasma)
5640,Enterocyte (Mid Villus)
5641,B (Plasma)
5642,Enterocyte (Mid Villus)
5643,Enterocyte (Mid Villus)
5644,Enterocyte (Mid Villus)
5645,Enterocyte (Mid Villus)
5646,Enterocyte (Mid Villus)
5647,Enterocyte (Mid Villus)
5648,Removed
5649,Enterocyte (Mid Villus)
5650,B (Plasma)
5651,B (Plasma)
5652,Enterocyte (Bottom Villus)
5653,Goblet
