iteration,node_index,gene_name,cell_id,overlaps_nucleus,degree
1,3388,CHI3L1,dgnkncjk-1,0,0
1,8513,TNFAIP8,dgnkaclh-1,1,0
1,5447,FOSL2,UNASSIGNED,0,0
1,839,APOE,UNASSIGNED,0,0
1,5966,HLA-DQA1,dgnkaclh-1,0,2
1,3919,CTSL,UNASSIGNED,0,1
1,1358,BCAN,djcjhfcd-1,0,0
1,5458,FOSL2,djcjhfcd-1,1,0
1,338,APOE,dgnkaclh-1,0,6
1,3411,CHI3L1,dgnkaclh-1,0,0
1,8021,SNX10,UNASSIGNED,0,0
1,4946,FCGBP,UNASSIGNED,0,2
1,2902,CD68,UNASSIGNED,0,2
1,2394,CD14,djckpagf-1,0,1
1,2915,CD68,UNASSIGNED,0,2
1,2916,CD68,UNASSIGNED,0,2
1,5997,HMOX1,UNASSIGNED,0,0
1,6006,HMOX1,dgnkaclh-1,0,1
1,1401,BIN1,djcjhfcd-1,0,1
1,4992,FCGBP,djckpagf-1,0,1
1,5000,FCGBP,UNASSIGNED,0,0
1,5513,GAA,djckpagf-1,0,0
1,2444,CD14,UNASSIGNED,0,3
1,6031,HMOX1,dgnkaclh-1,1,0
1,1936,CCL3L1,dgnkncjk-1,0,2
1,5008,FCGBP,djckpagf-1,0,1
1,1945,CCL3L1,dgnkncjk-1,0,0
1,1439,C1orf162,UNASSIGNED,0,0
1,5537,GAA,UNASSIGNED,0,0
1,4005,CTSS,UNASSIGNED,0,1
1,5033,FCGBP,djckpagf-1,0,0
1,8624,VEGFA,UNASSIGNED,0,0
1,5044,FCGBP,UNASSIGNED,0,0
1,3508,CHI3L1,UNASSIGNED,0,0
1,8129,SPI1,dgnkaclh-1,1,1
1,8642,VEGFA,djcjhfcd-1,1,0
1,961,APOE,dgnkncjk-1,0,1
1,8641,VEGFA,dgnkaclh-1,0,0
1,8647,VEGFA,UNASSIGNED,0,0
1,1994,CCL4,UNASSIGNED,0,0
1,2507,CD163,UNASSIGNED,0,3
1,1482,C3,UNASSIGNED,0,1
1,6606,LIPA,djcjhfcd-1,0,0
1,3029,CEMIP2,djcjhfcd-1,0,0
1,1494,C3,djckpagf-1,0,1
1,1013,APOE,UNASSIGNED,0,0
1,5117,FCGBP,dgnkaclh-1,1,0
