iteration,node_index,gene_name,cell_id,overlaps_nucleus,degree
4,3231,CHI3L1,UNASSIGNED,0,0
4,1191,APP,dgnkncjk-1,0,0
4,1194,APP,dgnkncjk-1,0,0
4,1216,APP,UNASSIGNED,0,0
4,7364,PLEK,UNASSIGNED,0,1
4,3275,CHI3L1,djcjhfcd-1,1,0
4,3278,CHI3L1,djcjhfcd-1,0,0
4,3279,CHI3L1,djcjhfcd-1,0,1
4,7377,PLEK,UNASSIGNED,0,1
4,5333,FCGR3B,UNASSIGNED,0,2
4,5345,FCGR3B,UNASSIGNED,0,0
4,1262,AQP4,UNASSIGNED,0,0
4,1268,AQP4,djcjhfcd-1,1,0
4,1269,AQP4,djcjhfcd-1,1,0
4,7419,PSENEN,djckpagf-1,0,0
4,5371,FCGR3B,dgnkaclh-1,1,1
4,1296,AQP4,dgnkncjk-1,0,1
4,7443,PTPRC,UNASSIGNED,0,1
4,7445,PTPRC,dgnkaclh-1,1,0
4,7448,PTPRC,djcjhfcd-1,1,0
4,3356,CHI3L1,dgnkncjk-1,0,0
4,3358,CHI3L1,UNASSIGNED,0,0
4,1312,AQP4,djcjhfcd-1,1,0
4,7460,PTPRC,djcjhfcd-1,1,4
4,3367,CHI3L1,dgnkncjk-1,0,1
4,3368,CHI3L1,dgnkaclh-1,0,0
4,7466,PTPRC,djcjhfcd-1,1,0
4,7468,PTPRC,djcjhfcd-1,0,0
4,3385,CHI3L1,dgnkaclh-1,1,0
4,1339,AQP4,dgnkncjk-1,0,0
4,5446,FOSL2,djcjhfcd-1,1,0
4,7495,PTPRZ1,dgnkncjk-1,0,0
4,3406,CHI3L1,djcjhfcd-1,1,0
4,5456,FOSL2,djcjhfcd-1,0,1
4,7505,PTPRZ1,dgnkncjk-1,0,0
4,1367,BCL11B,dgnkaclh-1,1,0
4,1381,BCL2A1,UNASSIGNED,0,0
4,5483,FOSL2,djcjhfcd-1,1,0
4,5484,FOSL2,djcjhfcd-1,1,0
4,1390,BIN1,UNASSIGNED,0,1
4,5487,FOSL2,djcjhfcd-1,1,1
4,5490,FOSL2,djcjhfcd-1,1,0
4,5492,FOSL2,djcjhfcd-1,0,0
4,1399,BIN1,djcjhfcd-1,1,0
4,1401,BIN1,djcjhfcd-1,0,0
4,3449,CHI3L1,UNASSIGNED,0,0
4,3456,CHI3L1,djcjhfcd-1,0,0
4,5511,GAA,djcjhfcd-1,1,0
4,5513,GAA,djckpagf-1,0,1
4,5519,GAA,djcjhfcd-1,1,1
4,5520,GAA,djcjhfcd-1,1,0
4,5522,GAA,djcjhfcd-1,1,1
4,5524,GAA,djcjhfcd-1,1,0
4,3478,CHI3L1,djcjhfcd-1,0,0
4,5527,GAA,UNASSIGNED,0,0
4,5534,GAA,UNASSIGNED,0,0
4,1443,C1orf162,djcjhfcd-1,0,1
4,5543,GJA1,dgnkncjk-1,0,0
4,5545,GJA1,djcjhfcd-1,0,0
4,1452,C3,djckldfg-1,0,0
4,7601,PTPRZ1,dgnkncjk-1,1,0
4,3508,CHI3L1,UNASSIGNED,0,0
4,5557,GJA1,djcjhfcd-1,1,0
4,3512,CHI3L1,UNASSIGNED,0,0
4,1467,C3,UNASSIGNED,0,0
4,3517,CHI3L1,UNASSIGNED,0,0
4,1481,C3,djcjhfcd-1,0,0
4,1482,C3,UNASSIGNED,0,0
4,7639,PTPRZ1,dgnkncjk-1,1,0
4,1496,C3,djcjhfcd-1,0,2
4,1498,C3,djcjhfcd-1,0,0
4,3583,CHI3L1,dgnkncjk-1,0,0
4,1553,C3,UNASSIGNED,0,2
4,1554,C3,UNASSIGNED,0,1
4,5661,GJA1,dgnkncjk-1,0,1
4,1569,C3,dgnkncjk-1,0,0
4,1579,C3,djcjhfcd-1,1,3
4,7725,RGS16,djcjhfcd-1,1,0
4,7732,RGS16,UNASSIGNED,0,1
4,7733,RGS16,djcjhfcd-1,0,0
4,1592,C3,dgnkaclh-1,1,1
4,5693,GPNMB,dgnkaclh-1,1,0
4,3645,CNTNAP3B,djcjhfcd-1,0,0
4,7754,RNASET2,UNASSIGNED,0,1
4,1613,C3,UNASSIGNED,0,0
4,5711,GPR183,djcjhfcd-1,1,1
4,5725,GPR183,UNASSIGNED,0,0
4,1637,C3,UNASSIGNED,0,1
4,1638,C3,UNASSIGNED,0,2
4,1640,C3,UNASSIGNED,0,1
4,7793,RNASET2,UNASSIGNED,0,2
4,3698,CTSD,dgnkncjk-1,0,0
4,1650,C3,djckpagf-1,0,1
4,1651,C3,UNASSIGNED,0,3
4,5752,GPR34,djcjhfcd-1,1,0
4,3708,CTSD,djcjhfcd-1,0,1
4,3711,CTSD,djcjhfcd-1,0,0
4,1668,C3,djckpagf-1,0,0
4,3716,CTSD,UNASSIGNED,0,0
4,3719,CTSD,djcjhfcd-1,0,0
4,3720,CTSD,djckpagf-1,0,1
4,5771,HES1,dgnkncjk-1,0,0
4,1677,C3,djckpagf-1,0,2
4,1683,C3,djckpagf-1,0,2
4,1688,C3,djcjhfcd-1,0,0
4,3748,CTSD,UNASSIGNED,0,0
4,3749,CTSD,UNASSIGNED,0,0
4,3751,CTSD,UNASSIGNED,0,0
4,3756,CTSD,UNASSIGNED,0,0
4,7858,SERPINA3,djcjhfcd-1,0,0
4,7859,SERPINA3,djckpagf-1,0,0
4,3776,CTSD,UNASSIGNED,0,1
4,7874,SERPINA3,dgnkncjk-1,0,0
4,3779,CTSD,djcjhfcd-1,1,1
4,7880,SERPINA3,dgnkncjk-1,1,0
4,7884,SERPINA3,dgnkaclh-1,1,0
4,3790,CTSD,djcjhfcd-1,1,0
4,7887,SERPINA3,djcjhfcd-1,1,1
4,3792,CTSD,djcjhfcd-1,1,1
4,1747,CAPG,djcjhfcd-1,1,0
4,1748,CAPG,djcjhfcd-1,0,1
4,3798,CTSD,djcjhfcd-1,1,0
4,3803,CTSD,djcjhfcd-1,0,1
4,5859,HLA-DMA,UNASSIGNED,0,0
4,7910,SERPINA3,dgnkncjk-1,0,1
4,7914,SERPINA3,dgnkncjk-1,0,0
4,5873,HLA-DMB,UNASSIGNED,0,0
4,7924,SERPINA3,djcjhfcd-1,0,0
4,5887,HLA-DMB,dgnkncjk-1,1,0
4,5888,HLA-DMB,dgnkncjk-1,0,0
4,3841,CTSD,djcjhfcd-1,1,0
4,3842,CTSD,dgnkncjk-1,1,1
4,3843,CTSD,djcjhfcd-1,0,3
4,5889,HLA-DMB,dgnkaclh-1,1,0
4,1798,CCL3L1,UNASSIGNED,0,2
4,1805,CCL3L1,djckpagf-1,0,0
4,3856,CTSD,djcjhfcd-1,1,1
4,7954,SLC24A3,djcjhfcd-1,0,0
4,5929,HLA-DQA1,dgnkaclh-1,0,0
4,3881,CTSH,UNASSIGNED,0,1
4,1843,CCL3L1,djckldfg-1,0,1
4,3892,CTSH,dgnkaclh-1,0,0
4,5940,HLA-DQA1,UNASSIGNED,0,0
4,3901,CTSH,djckpagf-1,0,2
4,3906,CTSH,UNASSIGNED,0,0
4,3920,CTSL,djcjhfcd-1,0,0
4,3922,CTSL,UNASSIGNED,0,0
4,8021,SNX10,UNASSIGNED,0,0
4,3925,CTSL,UNASSIGNED,0,0
4,5975,HLA-DRB5,djckldfg-1,0,1
4,5986,HMOX1,djcjhfcd-1,1,1
4,5988,HMOX1,djckldfg-1,1,0
4,5989,HMOX1,UNASSIGNED,0,0
4,5996,HMOX1,UNASSIGNED,0,0
4,8049,SOX2,djcjhfcd-1,0,1
4,3956,CTSL,djcjhfcd-1,1,0
4,6007,HMOX1,djcjhfcd-1,1,0
4,3966,CTSL,djcjhfcd-1,0,0
4,1919,CCL3L1,djckpagf-1,0,1
4,6028,HMOX1,dgnkncjk-1,0,1
4,8082,SOX9,UNASSIGNED,0,0
4,6041,HMOX1,UNASSIGNED,0,1
4,4013,CTSS,djckpagf-1,0,2
4,4015,CX3CR1,UNASSIGNED,0,0
4,6069,ICOS,dgnkaclh-1,0,2
4,4033,CXCL14,djcjhfcd-1,0,0
4,6085,IDH1,UNASSIGNED,0,0
4,1993,CCL4,dgnkncjk-1,0,0
4,8146,SPI1,UNASSIGNED,0,0
4,8150,SPI1,UNASSIGNED,0,1
4,8154,SPI1,UNASSIGNED,0,0
4,8172,SPRY1,UNASSIGNED,0,0
4,8174,SRPX,dgnkncjk-1,0,0
4,8179,ST6GAL1,UNASSIGNED,0,0
4,8184,ST6GAL1,djcjhfcd-1,1,0
4,8186,ST6GAL1,UNASSIGNED,0,0
