gene_i,gene_j,P_i,P_j,P_ij,P_i_given_j,P_j_given_i,PMI,NPMI
ACE,CD163,0.0005555748463488316,0.0014583839716656828,0.0,0.0,0.0,,
ACE,CD19,0.0005555748463488316,3.4723427896801975e-05,0.0,0.0,0.0,,
ACE,CD3E,0.0005555748463488316,0.0006944685579360394,0.0,0.0,0.0,,
ACE,CD4,0.0005555748463488316,0.0006250217021424355,0.0,0.0,0.0,,
ACE,CD40LG,0.0005555748463488316,3.4723427896801975e-05,0.0,0.0,0.0,,
ACE,CD44,0.0005555748463488316,0.0176395013715754,0.0,0.0,0.0,,
ACE,CD48,0.0005555748463488316,0.00045140456265842563,0.0,0.0,0.0,,
ACE,CD68,0.0005555748463488316,0.001180596548491267,0.0,0.0,0.0,,
ACE,CD74,0.0005555748463488316,0.016701968818361747,0.0,0.0,0.0,,
ACE,CD80,0.0005555748463488316,0.0001388937115872079,0.0,0.0,0.0,,
ACE,CD86,0.0005555748463488316,3.4723427896801975e-05,0.0,0.0,0.0,,
ACE,CD8A,0.0005555748463488316,0.0006944685579360394,0.0,0.0,0.0,,
ACE,CDH1,0.0005555748463488316,0.0009722559811104552,0.0,0.0,0.0,,
ACE,CFTR,0.0005555748463488316,0.0018750651064273064,0.0,0.0,0.0,,
ACE,CHGB,0.0005555748463488316,0.0004861279905552276,0.0,0.0,0.0,,
ACE,CLEC10A,0.0005555748463488316,0.00010417028369040591,0.0,0.0,0.0,,
ACE,CLEC12A,0.0005555748463488316,0.00017361713948400986,0.0,0.0,0.0,,
ACE,CLEC2D,0.0005555748463488316,0.0003472342789680197,0.0,0.0,0.0,,
ACE,CLEC4C,0.0005555748463488316,3.4723427896801975e-05,0.0,0.0,0.0,,
ACE,COL1A1,0.0005555748463488316,0.004861279905552276,0.0,0.0,0.0,,
ACE,COL21A1,0.0005555748463488316,0.0002777874231744158,0.0,0.0,0.0,,
ACE,CRELD2,0.0005555748463488316,0.00031251085107121773,0.0,0.0,0.0,,
ACE,CSPG4,0.0005555748463488316,0.00017361713948400986,0.0,0.0,0.0,,
ACE,CTLA4,0.0005555748463488316,0.0004861279905552276,0.0,0.0,0.0,,
ACE,CTNNB1,0.0005555748463488316,0.009340602104239731,3.4723427896801975e-05,0.0037174721189591076,0.0625,1.9007958414573642,0.18511668102379136
ACE,CTSK,0.0005555748463488316,3.4723427896801975e-05,0.0,0.0,0.0,,
ACE,CXCL13,0.0005555748463488316,0.0001388937115872079,0.0,0.0,0.0,,
ACE,CXCL14,0.0005555748463488316,6.944685579360395e-05,0.0,0.0,0.0,,
ACE,CXCL5,0.0005555748463488316,6.944685579360395e-05,0.0,0.0,0.0,,
ACE,CXCL9,0.0005555748463488316,0.00031251085107121773,0.0,0.0,0.0,,
ACE,CYP3A5,0.0005555748463488316,6.944685579360395e-05,0.0,0.0,0.0,,
ACE,CYTIP,0.0005555748463488316,0.0020834056738081182,0.0,0.0,0.0,,
ACE,DNAJB9,0.0005555748463488316,0.00020834056738081182,0.0,0.0,0.0,,
ACE,DUOX1,0.0005555748463488316,0.005798812458765929,0.0,0.0,0.0,,
