cell_id,geometry
124217,"POLYGON ((5713.912598 1434.800049, 5707.962402 1436.074951, 5703.287598 1439.900024, 5703.5 1466.037476, 5708.387695 1470.5, 5716.462402 1472.837524, 5722.625 1471.5625, 5729.424805 1466.462524, 5732.399902 1453.712524, 5727.087402 1440.962524, 5722.837402 1437.137451, 5714.762695 1434.800049, 5713.912598 1434.800049))"
124218,"POLYGON ((5754.5 1441.175049, 5741.537598 1444.787476, 5732.612305 1454.137451, 5731.549805 1462.637451, 5733.462402 1467.949951, 5739.200195 1473.6875, 5746.850098 1475.8125, 5762.575195 1471.5625, 5769.587402 1463.0625, 5767.674805 1451.375, 5761.725098 1442.662476, 5755.350098 1441.175049, 5754.5 1441.175049))"
124240,"POLYGON ((5721.5625 1080.987549, 5718.799805 1083.537476, 5714.337402 1091.824951, 5713.912598 1095.4375, 5714.549805 1105.212524, 5716.037598 1107.125, 5717.524902 1107.550049, 5724.75 1100.537476, 5730.274902 1093.099976, 5724.75 1088.425049, 5722.837402 1082.900024, 5721.5625 1081.199951, 5721.5625 1080.987549))"
124246,"POLYGON ((5701.587402 1091.400024, 5699.887695 1093.3125, 5697.549805 1099.262451, 5699.462402 1102.662476, 5700.737305 1103.300049, 5706.475098 1103.512451, 5712.850098 1104.574951, 5714.125 1104.574951, 5714.125 1096.712524, 5713.700195 1094.587524, 5709.237305 1092.887451, 5702.012695 1091.400024, 5701.587402 1091.400024))"
124247,"POLYGON ((5682.25 1091.824951, 5676.725098 1095.224976, 5662.700195 1098.412476, 5661.424805 1102.237549, 5661.424805 1107.550049, 5663.549805 1111.587524, 5665.462402 1113.5, 5675.237305 1109.037476, 5683.3125 1106.912476, 5685.862305 1102.237549, 5687.137695 1097.775024, 5682.674805 1091.824951, 5682.25 1091.824951))"
124248,"POLYGON ((5741.962402 1090.337524, 5737.075195 1091.612549, 5730.487305 1093.099976, 5724.962402 1100.537476, 5717.737305 1107.550049, 5725.174805 1115.199951, 5740.6875 1116.050049, 5741.537598 1116.050049, 5743.662598 1113.712524, 5743.237305 1111.375, 5743.024902 1102.662476, 5742.174805 1090.337524, 5741.962402 1090.337524))"
124249,"POLYGON ((5645.0625 1097.5625, 5642.087402 1100.324951, 5639.75 1104.150024, 5638.6875 1108.824951, 5638.262695 1115.625, 5640.174805 1120.300049, 5653.987305 1119.237549, 5657.387695 1115.199951, 5661.212402 1107.125, 5661.212402 1102.449951, 5650.162598 1098.625, 5645.274902 1097.775024, 5645.0625 1097.5625))"
124250,"POLYGON ((5687.350098 1097.987549, 5686.075195 1102.237549, 5683.100098 1107.550049, 5687.774902 1111.800049, 5694.362305 1114.349976, 5695 1112.4375, 5697.337402 1108.1875, 5698.1875 1105.637451, 5699.674805 1103.087524, 5697.762695 1099.6875, 5697.125 1099.262451, 5687.774902 1097.987549, 5687.350098 1097.987549))"
124251,"POLYGON ((5699.674805 1103.300049, 5697.549805 1108.1875, 5694.575195 1114.137451, 5695.637695 1117.962524, 5703.5 1117.537476, 5708.387695 1117.75, 5711.149902 1113.074951, 5715.825195 1107.337524, 5715.825195 1106.912476, 5714.125 1104.787476, 5706.475098 1103.724976, 5700.524902 1103.300049, 5699.674805 1103.300049))"
124252,"POLYGON ((5682.674805 1107.550049, 5675.237305 1109.25, 5665.674805 1113.712524, 5666.737305 1119.025024, 5667.375 1120.300049, 5674.8125 1124.762451, 5679.0625 1128.162476, 5691.600098 1129.012451, 5695.424805 1118.175049, 5694.575195 1114.987549, 5687.774902 1112.012451, 5682.887695 1107.550049, 5682.674805 1107.550049))"
124253,"POLYGON ((5716.037598 1107.337524, 5710.9375 1113.712524, 5708.600098 1117.537476, 5708.600098 1118.599976, 5710.087402 1125.612549, 5709.875 1133.900024, 5717.950195 1135.387451, 5719.862305 1131.987549, 5721.774902 1122.637451, 5724.75 1115.199951, 5719.4375 1109.462524, 5716.462402 1107.337524, 5716.037598 1107.337524))"
124254,"POLYGON ((5703.5 1117.75, 5703.287598 1117.962524, 5695.637695 1118.175049, 5692.024902 1128.800049, 5695.424805 1133.6875, 5700.524902 1138.362549, 5709.662598 1133.900024, 5709.662598 1130.287476, 5709.875 1125.612549, 5709.450195 1123.0625, 5708.387695 1117.962524, 5705.412598 1117.75, 5703.5 1117.75))"
124255,"POLYGON ((5724.962402 1115.199951, 5720.712402 1129.862549, 5718.375 1135.599976, 5728.149902 1149.625, 5731.337402 1150.900024, 5736.649902 1148.987549, 5739.200195 1139.425049, 5740.6875 1126.887451, 5743.237305 1118.387451, 5741.75 1116.262451, 5740.475098 1116.050049, 5725.174805 1115.412476, 5724.962402 1115.199951))"
124256,"POLYGON ((5653.137695 1119.449951, 5640.174805 1120.724976, 5628.487305 1129.4375, 5626.575195 1150.050049, 5642.087402 1148.5625, 5645.700195 1147.925049, 5646.337402 1147.287476, 5650.162598 1141.762451, 5650.799805 1138.574951, 5656.325195 1125.1875, 5656.962402 1122.212524, 5654.200195 1119.449951, 5653.137695 1119.449951))"
124257,"POLYGON ((5747.700195 1117.112549, 5743.237305 1119.025024, 5736.862305 1149.199951, 5742.174805 1155.362549, 5749.1875 1158.337524, 5751.3125 1158.125, 5759.8125 1141.337524, 5766.825195 1131.5625, 5766.825195 1129.862549, 5763.637695 1123.699951, 5760.450195 1120.512451, 5748.337402 1117.112549, 5747.700195 1117.112549))"
124258,"POLYGON ((5665.25 1120.300049, 5657.174805 1122.425049, 5655.262695 1129.012451, 5650.375 1141.974976, 5657.174805 1144.525024, 5662.912598 1144.737549, 5667.375 1146.012451, 5668.862305 1144.737549, 5667.162598 1136.662476, 5668.012695 1135.175049, 5669.924805 1122, 5666.737305 1120.300049, 5665.25 1120.300049))"
124259,"POLYGON ((5670.137695 1122.212524, 5668.225098 1135.175049, 5667.375 1136.662476, 5667.375 1139.212524, 5669.075195 1144.525024, 5672.899902 1141.762451, 5677.362305 1137.512451, 5678.850098 1129.224976, 5678.850098 1128.162476, 5678.212402 1127.525024, 5672.899902 1123.699951, 5670.350098 1122.425049, 5670.137695 1122.212524))"
124260,"POLYGON ((5679.0625 1128.375, 5678.424805 1134.537476, 5677.575195 1137.724976, 5679.700195 1141.125, 5681.399902 1147.074951, 5683.100098 1146.224976, 5684.587402 1144.737549, 5686.075195 1141.762451, 5687.774902 1139.849976, 5695.850098 1134.324951, 5692.024902 1129.224976, 5682.674805 1128.375, 5679.0625 1128.375))"
124261,"POLYGON ((5695.850098 1134.537476, 5687.774902 1140.0625, 5686.287598 1141.762451, 5684.799805 1144.737549, 5681.399902 1147.712524, 5680.975098 1151.537476, 5682.674805 1155.362549, 5691.387695 1157.275024, 5695.637695 1151.962524, 5700.100098 1147.5, 5700.524902 1138.574951, 5696.0625 1134.537476, 5695.850098 1134.537476))"
124262,"POLYGON ((5709.450195 1134.112549, 5700.737305 1138.574951, 5700.3125 1143.887451, 5700.3125 1147.5, 5703.287598 1150.262451, 5708.387695 1156.849976, 5715.825195 1154.9375, 5728.787598 1150.474976, 5723.6875 1144.099976, 5720.5 1138.574951, 5718.162598 1135.599976, 5710.299805 1134.112549, 5709.450195 1134.112549))"
124263,"POLYGON ((5677.362305 1137.724976, 5672.899902 1141.974976, 5669.287598 1144.525024, 5667.799805 1146.224976, 5668.012695 1147.5, 5667.799805 1152.599976, 5672.262695 1151.962524, 5680.762695 1151.537476, 5681.399902 1147.287476, 5680.549805 1145.375, 5679.912598 1142.1875, 5677.787598 1138.150024, 5677.362305 1137.724976))"
124264,"POLYGON ((5650.162598 1141.974976, 5645.912598 1147.925049, 5647.612305 1153.875, 5650.587402 1156.212524, 5658.662598 1157.699951, 5663.125 1157.0625, 5665.887695 1157.275024, 5667.587402 1153.025024, 5667.587402 1146.224976, 5662.912598 1144.949951, 5657.174805 1144.737549, 5650.375 1142.1875, 5650.162598 1141.974976))"
124265,"POLYGON ((5679.487305 1151.75, 5679.274902 1151.962524, 5675.450195 1152.175049, 5672.262695 1152.175049, 5667.799805 1152.8125, 5666.100098 1156.849976, 5666.100098 1157.699951, 5668.4375 1163.4375, 5676.512695 1160.887451, 5679.274902 1158.974976, 5682.462402 1155.574951, 5680.975098 1151.75, 5679.487305 1151.75))"
124266,"POLYGON ((5645.0625 1148.137451, 5642.087402 1148.775024, 5639.75 1148.775024, 5626.575195 1150.474976, 5626.149902 1152.387451, 5626.149902 1156, 5637.412598 1157.699951, 5641.662598 1157.699951, 5644 1157.0625, 5645.700195 1156, 5647.399902 1153.875, 5645.700195 1148.137451, 5645.0625 1148.137451))"
124267,"POLYGON ((5647.399902 1154.087524, 5645.487305 1156.425049, 5641.662598 1157.912476, 5626.149902 1156.212524, 5624.237305 1164.5, 5624.662598 1167.6875, 5636.350098 1169.599976, 5645.0625 1169.387451, 5645.274902 1165.137451, 5650.162598 1159.400024, 5650.587402 1156.425049, 5647.612305 1154.087524, 5647.399902 1154.087524))"
124268,"POLYGON ((5700.100098 1147.712524, 5695.850098 1151.962524, 5691.8125 1157.275024, 5692.237305 1160.462524, 5692.237305 1169.175049, 5697.762695 1175.550049, 5706.049805 1176.612549, 5706.899902 1176.612549, 5707.325195 1174.912476, 5708.387695 1157.0625, 5703.075195 1150.262451, 5700.3125 1147.712524, 5700.100098 1147.712524))"
124269,"POLYGON ((5650.799805 1156.425049, 5650.375 1159.400024, 5649.737305 1160.675049, 5645.487305 1165.137451, 5645.274902 1165.987549, 5645.274902 1169.599976, 5648.887695 1172.574951, 5651.225098 1168.537476, 5652.924805 1164.712524, 5658.237305 1157.912476, 5654.625 1156.849976, 5651.225098 1156.425049, 5650.799805 1156.425049))"
124270,"POLYGON ((5728.362305 1150.6875, 5715.825195 1155.150024, 5708.600098 1157.0625, 5708.387695 1165.5625, 5707.325195 1176.1875, 5724.75 1170.449951, 5726.237305 1170.237549, 5734.100098 1161.949951, 5734.3125 1159.824951, 5733.037598 1155.362549, 5731.337402 1152.387451, 5729.212402 1150.6875, 5728.362305 1150.6875))"
124271,"POLYGON ((5682.674805 1155.574951, 5677.362305 1160.675049, 5668.4375 1163.650024, 5668.012695 1170.875, 5669.287598 1171.087524, 5678.212402 1170.875, 5680.337402 1170.237549, 5686.075195 1170.237549, 5692.024902 1168.962524, 5692.024902 1160.462524, 5691.600098 1157.487549, 5682.887695 1155.574951, 5682.674805 1155.574951))"
124272,"POLYGON ((5663.125 1157.275024, 5658.875 1157.699951, 5658.024902 1158.337524, 5653.137695 1164.712524, 5649.100098 1172.574951, 5651.4375 1179.800049, 5653.5625 1183.625, 5665.037598 1173, 5667.799805 1170.875, 5668.225098 1163.012451, 5666.3125 1158.337524, 5665.462402 1157.275024, 5663.125 1157.275024))"
124318,"POLYGON ((5520.325195 1350.012451, 5518.837402 1351.287476, 5517.5625 1353.199951, 5512.674805 1357.662476, 5518.625 1357.662476, 5519.262695 1358.300049, 5520.537598 1358.300049, 5521.387695 1358.9375, 5522.450195 1358.724976, 5526.0625 1355.324951, 5522.662598 1351.5, 5520.537598 1350.012451, 5520.325195 1350.012451))"
124319,"POLYGON ((5559.212402 1343.849976, 5553.475098 1344.0625, 5543.274902 1344.912476, 5544.549805 1351.925049, 5549.4375 1363.824951, 5553.6875 1372.75, 5555.600098 1372.962524, 5561.337402 1372.324951, 5565.587402 1370.199951, 5564.524902 1352.987549, 5562.825195 1346.824951, 5562.1875 1343.849976, 5559.212402 1343.849976))"
124320,"POLYGON ((5540.512695 1342.787476, 5529.25 1355.75, 5530.100098 1358.9375, 5531.587402 1361.912476, 5532.012695 1362.337524, 5533.924805 1361.275024, 5534.350098 1361.275024, 5536.475098 1359.787476, 5544.337402 1352.137451, 5544.337402 1350.862549, 5543.0625 1344.699951, 5541.149902 1343.425049, 5540.512695 1342.787476))"
124321,"POLYGON ((5526.274902 1355.537476, 5522.024902 1359.150024, 5518.625 1357.875, 5512.674805 1357.875, 5516.924805 1367.012451, 5517.774902 1369.775024, 5523.725098 1368.712524, 5527.337402 1367.012451, 5532.4375 1366.587524, 5531.799805 1362.337524, 5529.25 1356.387451, 5526.912598 1355.537476, 5526.274902 1355.537476))"
124323,"POLYGON ((5544.549805 1352.137451, 5536.475098 1360, 5532.012695 1362.550049, 5532.649902 1366.587524, 5534.987305 1372.324951, 5537.962402 1377.637451, 5545.399902 1378.487549, 5548.162598 1378.487549, 5549.225098 1377.849976, 5552.625 1374.449951, 5553.475098 1372.537476, 5544.549805 1352.5625, 5544.549805 1352.137451))"
124324,"POLYGON ((5504.8125 1356.175049, 5503.325195 1356.387451, 5502.262695 1358.087524, 5500.987305 1369.775024, 5507.149902 1370.412476, 5515.4375 1372.112549, 5516.287598 1372.112549, 5517.5625 1369.987549, 5516.712402 1367.012451, 5513.3125 1360.849976, 5512.462402 1357.875, 5508.424805 1356.175049, 5504.8125 1356.175049))"
124325,"POLYGON ((5532.012695 1366.800049, 5527.337402 1367.224976, 5523.725098 1368.925049, 5517.774902 1369.987549, 5516.287598 1372.324951, 5516.287598 1381.462524, 5522.450195 1381.25, 5527.762695 1379.550049, 5535.837402 1378.699951, 5537.962402 1377.849976, 5534.774902 1372.324951, 5532.649902 1366.800049, 5532.012695 1366.800049))"
124326,"POLYGON ((5500.774902 1369.987549, 5496.3125 1373.8125, 5497.162598 1376.150024, 5497.799805 1378.487549, 5499.075195 1379.550049, 5503.325195 1381.462524, 5506.512695 1383.375, 5509.0625 1382.949951, 5515.649902 1380.824951, 5516.075195 1372.324951, 5507.149902 1370.625, 5501.625 1369.987549, 5500.774902 1369.987549))"
124329,"POLYGON ((5536.049805 1378.699951, 5527.762695 1379.762451, 5522.450195 1381.462524, 5516.5 1381.675049, 5516.075195 1398.675049, 5519.262695 1396.762451, 5526.274902 1395.0625, 5526.487305 1393.574951, 5525.424805 1392.087524, 5526.487305 1389.537476, 5533.712402 1384.224976, 5536.899902 1378.699951, 5536.049805 1378.699951))"
124331,"POLYGON ((5515.649902 1381.037476, 5509.0625 1383.162476, 5506.512695 1383.800049, 5503.325195 1391.875, 5503.325195 1392.512451, 5506.087402 1395.487549, 5509.487305 1398.887451, 5515.862305 1398.675049, 5515.862305 1392.724976, 5516.712402 1388.474976, 5516.712402 1383.800049, 5516.287598 1381.675049, 5515.649902 1381.037476))"
124332,"POLYGON ((5533.5 1384.650024, 5528.399902 1387.625, 5526.700195 1389.537476, 5525.637695 1392.087524, 5526.700195 1393.574951, 5526.700195 1394.849976, 5529.25 1394.849976, 5530.737305 1395.487549, 5533.712402 1395.912476, 5534.5625 1395.275024, 5534.5625 1394.425049, 5533.5 1389.962524, 5533.5 1384.650024))"
124333,"POLYGON ((5538.174805 1377.849976, 5536.6875 1379.125, 5533.712402 1384.4375, 5533.712402 1389.962524, 5534.774902 1395.275024, 5540.9375 1398.037476, 5545.1875 1398.887451, 5547.950195 1398.675049, 5555.387695 1387.837524, 5552.837402 1383.162476, 5548.162598 1378.699951, 5538.387695 1377.849976, 5538.174805 1377.849976))"
124336,"POLYGON ((5526.487305 1395.0625, 5519.262695 1396.974976, 5516.287598 1398.887451, 5518.200195 1402.074951, 5519.899902 1407.387451, 5526.274902 1408.449951, 5531.162598 1405.050049, 5531.375 1399.949951, 5533.5 1396.550049, 5533.5 1396.125, 5530.737305 1395.699951, 5529.25 1395.0625, 5526.487305 1395.0625))"
124337,"POLYGON ((5534.350098 1395.487549, 5533.712402 1396.125, 5533.712402 1397.1875, 5534.987305 1402.712524, 5534.987305 1404.625, 5538.600098 1407.175049, 5543.274902 1405.6875, 5547.737305 1402.925049, 5547.737305 1398.887451, 5545.1875 1399.099976, 5541.575195 1398.462524, 5535.200195 1395.487549, 5534.350098 1395.487549))"
124338,"POLYGON ((5533.5 1396.762451, 5531.587402 1399.949951, 5531.587402 1401.862549, 5531.375 1402.074951, 5531.375 1404.837524, 5533.712402 1404.837524, 5534.774902 1404.412476, 5534.774902 1402.712524, 5534.350098 1401.650024, 5534.350098 1400.375, 5533.924805 1398.25, 5533.5 1397.1875, 5533.5 1396.762451))"
124340,"POLYGON ((5555.387695 1388.050049, 5548.162598 1398.462524, 5547.950195 1402.712524, 5550.287598 1406.324951, 5554.75 1406.537476, 5557.299805 1408.449951, 5560.700195 1417.800049, 5567.075195 1420.5625, 5568.774902 1415.462524, 5569.625 1394.849976, 5564.524902 1390.599976, 5557.512695 1388.050049, 5555.387695 1388.050049))"
124342,"POLYGON ((5534.5625 1404.625, 5533.712402 1405.050049, 5531.375 1405.050049, 5526.487305 1408.449951, 5528.825195 1412.699951, 5529.462402 1417.800049, 5535.200195 1426.087524, 5536.475098 1425.662476, 5537.325195 1418.4375, 5537.325195 1413.550049, 5538.387695 1407.175049, 5534.774902 1404.625, 5534.5625 1404.625))"
124343,"POLYGON ((5547.950195 1402.925049, 5543.274902 1405.900024, 5538.600098 1407.387451, 5537.537598 1418.4375, 5536.6875 1424.387451, 5536.6875 1425.662476, 5538.387695 1425.449951, 5543.700195 1418.650024, 5544.762695 1416.3125, 5545.1875 1412.699951, 5549.012695 1405.900024, 5547.950195 1403.137451, 5547.950195 1402.925049))"
124344,"POLYGON ((5550.5 1406.537476, 5550.712402 1407.599976, 5551.350098 1408.662476, 5552.837402 1412.699951, 5555.174805 1414.612549, 5559.637695 1416.949951, 5558.362305 1412.699951, 5558.149902 1411.425049, 5558.149902 1410.574951, 5557.512695 1409.087524, 5556.024902 1407.387451, 5553.899902 1406.537476, 5550.5 1406.537476))"
124347,"POLYGON ((5549.225098 1405.6875, 5547.950195 1407.599976, 5545.399902 1412.699951, 5544.762695 1416.949951, 5546.25 1416.949951, 5547.100098 1415.675049, 5548.375 1415.25, 5549.012695 1414.612549, 5550.075195 1414.612549, 5552.625 1412.699951, 5550.287598 1406.537476, 5549.4375 1405.900024, 5549.225098 1405.6875))"
124348,"POLYGON ((5519.899902 1407.599976, 5517.987305 1411.212524, 5521.387695 1414.1875, 5523.9375 1415.25, 5526.274902 1416.737549, 5529.25 1417.587524, 5529.25 1416.525024, 5528.612305 1412.699951, 5527.975098 1411, 5526.487305 1408.662476, 5520.325195 1407.8125, 5520.112305 1407.599976, 5519.899902 1407.599976))"
124350,"POLYGON ((5517.774902 1411.425049, 5515.649902 1413.762451, 5516.5 1419.925049, 5521.600098 1423.962524, 5525.850098 1426.512451, 5533.075195 1426.512451, 5535.200195 1426.300049, 5534.987305 1425.875, 5529.037598 1417.587524, 5526.274902 1416.949951, 5521.387695 1414.400024, 5517.987305 1411.425049, 5517.774902 1411.425049))"
124357,"POLYGON ((5553.475098 1424.387451, 5549.012695 1425.449951, 5545.612305 1426.087524, 5541.787598 1426.512451, 5546.25 1431.612549, 5548.162598 1434.375, 5550.287598 1434.587524, 5552.412598 1434.587524, 5553.049805 1433.737549, 5554.537598 1430.125, 5554.75 1427.787476, 5555.8125 1424.387451, 5553.475098 1424.387451))"
124358,"POLYGON ((5563.462402 1420.137451, 5556.024902 1424.175049, 5552.625 1434.800049, 5555.8125 1437.775024, 5557.512695 1443.9375, 5572.600098 1447.974976, 5572.174805 1443.724976, 5559 1437.5625, 5558.575195 1432.462524, 5570.262695 1423.962524, 5568.137695 1420.775024, 5564.100098 1420.137451, 5563.462402 1420.137451))"
124359,"POLYGON ((5533.287598 1426.512451, 5525.637695 1426.724976, 5522.662598 1429.912476, 5520.325195 1430.974976, 5515.862305 1435.012451, 5519.262695 1440.537476, 5526.912598 1443.9375, 5529.462402 1444.787476, 5530.3125 1444.787476, 5531.375 1444.150024, 5533.5 1435.4375, 5534.987305 1426.512451, 5533.287598 1426.512451))"
124361,"POLYGON ((5570.049805 1424.599976, 5561.549805 1429.912476, 5558.787598 1432.462524, 5559 1436.5, 5559.212402 1437.5625, 5560.700195 1439.262451, 5567.712402 1442.237549, 5571.962402 1443.512451, 5572.174805 1442.662476, 5571.112305 1435.862549, 5570.475098 1428.637451, 5570.262695 1424.599976, 5570.049805 1424.599976))"
124363,"POLYGON ((5536.899902 1425.662476, 5535.412598 1426.300049, 5534.987305 1427.150024, 5534.5625 1430.974976, 5533.712402 1435.4375, 5531.375 1444.362549, 5539.662598 1451.162476, 5543.912598 1446.275024, 5544.975098 1440.112549, 5547.950195 1434.162476, 5541.575195 1426.724976, 5538.600098 1425.662476, 5536.899902 1425.662476))"
124364,"POLYGON ((5548.162598 1434.587524, 5545.399902 1439.474976, 5544.125 1446.0625, 5548.162598 1444.787476, 5551.350098 1443.087524, 5554.112305 1442.449951, 5555.8125 1442.449951, 5556.024902 1438.625, 5555.600098 1437.775024, 5554.325195 1436.925049, 5552.412598 1434.800049, 5550.075195 1434.587524, 5548.162598 1434.587524))"
124368,"POLYGON ((5552.625 1412.912476, 5550.075195 1414.824951, 5547.100098 1415.887451, 5546.25 1417.162476, 5544.549805 1417.162476, 5542.637695 1420.775024, 5538.600098 1425.449951, 5541.362305 1426.512451, 5555.8125 1424.175049, 5563.25 1420.137451, 5555.174805 1414.824951, 5553.049805 1412.912476, 5552.625 1412.912476))"
124369,"POLYGON ((5568.350098 1337.474976, 5562.399902 1343.637451, 5563.887695 1348.949951, 5564.737305 1352.987549, 5565.799805 1370.199951, 5568.350098 1371.262451, 5574.9375 1362.337524, 5578.975098 1355.962524, 5577.274902 1351.287476, 5576.637695 1346.612549, 5574.9375 1340.237549, 5568.5625 1337.474976, 5568.350098 1337.474976))"
124459,"POLYGON ((5548.799805 1154.9375, 5544.549805 1163.012451, 5545.825195 1168.962524, 5546.674805 1174.0625, 5550.712402 1176.612549, 5557.087402 1178.525024, 5558.787598 1178.525024, 5567.924805 1176.824951, 5572.600098 1170.449951, 5572.600098 1167.050049, 5565.162598 1162.587524, 5549.012695 1154.9375, 5548.799805 1154.9375))"
124472,"POLYGON ((5546.674805 1174.275024, 5535.625 1181.5, 5527.762695 1187.025024, 5527.975098 1188.512451, 5533.5 1197.650024, 5536.262695 1197.862549, 5543.912598 1193.824951, 5545.825195 1190.212524, 5547.950195 1187.449951, 5548.587402 1184.262451, 5550.712402 1176.824951, 5546.887695 1174.487549, 5546.674805 1174.275024))"
124475,"POLYGON ((5550.924805 1176.824951, 5548.799805 1184.262451, 5548.799805 1186.175049, 5547.737305 1188.087524, 5546.037598 1190.212524, 5544.337402 1193.612549, 5546.25 1193.400024, 5550.924805 1191.487549, 5553.6875 1190.849976, 5556.237305 1182.137451, 5557.512695 1178.737549, 5551.137695 1176.824951, 5550.924805 1176.824951))"
124477,"POLYGON ((5564.100098 1133.050049, 5555.174805 1135.599976, 5550.075195 1140.275024, 5547.524902 1145.375, 5548.799805 1154.724976, 5572.600098 1166.837524, 5576 1165.137451, 5579.825195 1161.3125, 5582.375 1156.212524, 5583.012695 1151.324951, 5574.299805 1135.8125, 5565.587402 1133.050049, 5564.100098 1133.050049))"
124679,"POLYGON ((5527.762695 1265.012451, 5519.6875 1268.199951, 5520.537598 1271.8125, 5520.962402 1275, 5521.174805 1278.824951, 5521.600098 1279.887451, 5523.725098 1293.0625, 5527.975098 1290.724976, 5540.299805 1280.099976, 5537.962402 1273.512451, 5536.6875 1267.137451, 5528.612305 1265.012451, 5527.762695 1265.012451))"
124680,"POLYGON ((5560.274902 1260.762451, 5554.325195 1269.474976, 5551.5625 1274.574951, 5547.524902 1278.824951, 5544.337402 1281.375, 5550.5 1290.512451, 5556.237305 1294.125, 5567.924805 1283.074951, 5565.799805 1279.675049, 5563.674805 1275, 5560.912598 1263.737549, 5560.487305 1260.762451, 5560.274902 1260.762451))"
124681,"POLYGON ((5517.137695 1267.137451, 5506.725098 1270.537476, 5502.475098 1271.387451, 5503.112305 1275.637451, 5502.899902 1282.224976, 5508.637695 1285.412476, 5520.962402 1293.275024, 5523.512695 1293.0625, 5520.962402 1278.824951, 5520.75 1275, 5519.6875 1268.412476, 5517.350098 1267.349976, 5517.137695 1267.137451))"
124682,"POLYGON ((5493.975098 1265.4375, 5487.8125 1268.837524, 5486.75 1271.175049, 5489.9375 1280.099976, 5490.362305 1286.050049, 5491.850098 1289.237549, 5499.5 1286.474976, 5502.6875 1282.224976, 5502.899902 1281.162476, 5502.899902 1275.637451, 5502.262695 1271.387451, 5494.399902 1265.4375, 5493.975098 1265.4375))"
124688,"POLYGON ((5540.512695 1280.099976, 5528.1875 1290.724976, 5536.475098 1292.637451, 5538.174805 1293.487549, 5538.8125 1293.487549, 5540.087402 1294.337524, 5540.9375 1294.337524, 5542.212402 1294.974976, 5546.037598 1292.849976, 5550.5 1290.724976, 5544.125 1281.375, 5540.725098 1280.099976, 5540.512695 1280.099976))"
124690,"POLYGON ((5502.6875 1282.4375, 5499.924805 1286.474976, 5501.412598 1291.574951, 5501.625 1294.550049, 5502.262695 1297.525024, 5503.112305 1299.4375, 5506.299805 1304.537476, 5506.725098 1304.537476, 5515.225098 1297.737549, 5521.174805 1293.487549, 5508.637695 1285.625, 5503.112305 1282.4375, 5502.6875 1282.4375))"
124691,"POLYGON ((5527.762695 1290.9375, 5523.9375 1293.275024, 5528.825195 1301.5625, 5531.799805 1300.925049, 5538.174805 1298.800049, 5539.875 1297.949951, 5542.424805 1295.1875, 5540.9375 1294.550049, 5540.087402 1294.550049, 5538.8125 1293.699951, 5536.475098 1292.849976, 5528.825195 1290.9375, 5527.762695 1290.9375))"
124692,"POLYGON ((5499.712402 1286.474976, 5491.850098 1289.449951, 5490.149902 1292, 5490.362305 1303.474976, 5491 1308.574951, 5498.012695 1310.275024, 5505.450195 1306.875, 5506.087402 1305.599976, 5506.299805 1304.75, 5501.837402 1296.887451, 5501.412598 1292.637451, 5499.924805 1286.6875, 5499.712402 1286.474976))"
124693,"POLYGON ((5550.5 1290.9375, 5542.850098 1294.974976, 5539.875 1298.162476, 5529.037598 1301.775024, 5530.524902 1306.025024, 5537.112305 1306.237549, 5542.424805 1307.300049, 5547.100098 1309, 5556.024902 1307.724976, 5556.662598 1305.175049, 5556.237305 1294.550049, 5550.712402 1290.9375, 5550.5 1290.9375))"
124699,"POLYGON ((5522.875 1293.275024, 5520.75 1293.912476, 5515.225098 1297.949951, 5506.512695 1304.75, 5505.662598 1306.662476, 5509.700195 1312.824951, 5520.537598 1320.474976, 5529.037598 1317.074951, 5529.25 1311.974976, 5530.3125 1306.662476, 5529.037598 1302.199951, 5523.725098 1293.275024, 5522.875 1293.275024))"
124701,"POLYGON ((5530.524902 1306.237549, 5529.462402 1311.974976, 5529.25 1317.074951, 5535.412598 1324.087524, 5539.024902 1322.8125, 5542.424805 1320.474976, 5543.700195 1318.349976, 5543.912598 1316.4375, 5544.975098 1313.25, 5547.524902 1309.212524, 5541.575195 1307.300049, 5534.987305 1306.237549, 5530.524902 1306.237549))"
124705,"POLYGON ((5509.487305 1312.824951, 5508.424805 1318.349976, 5508.637695 1322.175049, 5508.850098 1328.762451, 5509.274902 1331.3125, 5511.399902 1331.525024, 5515.012695 1329.1875, 5517.5625 1327.275024, 5519.262695 1323.025024, 5520.537598 1320.6875, 5511.825195 1314.099976, 5509.700195 1313.037476, 5509.487305 1312.824951))"
124707,"POLYGON ((5505.237305 1307.087524, 5497.799805 1310.487549, 5497.375 1316.012451, 5495.887695 1320.900024, 5502.262695 1325.574951, 5504.387695 1330.25, 5505.450195 1331.737549, 5506.299805 1331.949951, 5509.0625 1331.3125, 5508.212402 1318.349976, 5509.274902 1312.612549, 5505.662598 1307.087524, 5505.237305 1307.087524))"
124710,"POLYGON ((5555.174805 1307.9375, 5547.737305 1309.212524, 5545.1875 1313.25, 5542.637695 1320.474976, 5539.024902 1323.025024, 5535.412598 1324.300049, 5538.387695 1339.8125, 5539.237305 1340.449951, 5547.3125 1331.737549, 5553.049805 1323.662476, 5559.424805 1317.925049, 5556.024902 1307.9375, 5555.174805 1307.9375))"
